stars,review_body,language,processed_text,sentiment
1,"Miren estoy muy disgustado con este articulo tiene una pega y va pegado en la luneta trasera, claro que antes de colocarlo limpie bien la luna trasera donde se engancha y lo pegué, pues increíble en 5 minutos se cayó y no pega lo pones y cae y siempre lo mismo, no tengo solución para insertarlo en su sitio y se mantenga firme necesito una pega para plásticos y vidrios o cristales y lo tengo que pagar yo me cuesta más la pega que la luz que me han enviado, eso para mi es inaceptable, debieran tener un control de calidad mucho mejor encima de la demora en la entrega encima se despega vaya chapuza miserables hay pegas buenas resistentes y no la kaka esta me lo quedo pero desde luego que a este vendedor vetado esta claro que es de chinos todo lo hacen tan mal como pueden, insatisfecho",es,miren muy disgustado articulo pega pegado luneta trasera colocarlo limpie luna trasera engancha pegué increíble minutos cayó no pega pones cae no solución insertarlo sitio mantenga firme necesito pega plásticos vidrios cristales pagar cuesta pega luz enviado inaceptable debieran control calidad mejor demora entrega despega chapuza miserables pegas resistentes no kaka quedo vendedor vetado chinos insatisfecho,enojado
1,"El producto parece que tiene buena pinta, pero llegó con una raja en el medio así, que no lo pude utilizar, fue directamente a la basura.",es,producto pinta raja no pude utilizar directamente basura,enojado
1,Nunca llegó y el vendedor no respondía.,es,nunca vendedor no respondía,enojado
1,"No funcionan bien, desde el primer día dieron problemas. El micro se escucha muy mal según TODOS con los que he jugado, a veces se escuchan en el ordenador y otras no, en ese aspecto es muy inestable. Son bastante cómodos pero es que si no se escuchan bien tampoco sirve de nada, la calidad no es nada del otro mundo. Personalmente no lo recomiendo.",es,no funcionan problemas micro escucha muy jugado escuchan ordenador no aspecto muy inestable cómodos no escuchan sirve calidad no mundo personalmente no recomiendo,enojado
1,Pésimo. No funciona ninguno de los llaveros de emergencia. Eso y no llevar nada es lo mismo.,es,pésimo no funciona llaveros emergencia no,enojado
1,Los tapones están muy vien pero sólo me llegaron 4,es,tapones muy vien llegaron,neutral
1,Llevo esperando dos meses y no llega nada y me pongo en contacto con el vendedor y es como si no hubiera nadie,es,llevo esperando meses no llega pongo contacto vendedor no hubiera,enojado
1,Para mi forma de mi dentadura no me es de mí agrado,es,forma dentadura no agrado,neutral
1,"Después de unas semanas de uso, el resorte que tiene que abrirse y cerrarse para sujetarse a las lamas de aireación, no cierra bien y no se queda sujeto, con lo que no puedo usarlo. Pensaba que seria de más calidad y resistente. No compréis este soporte, buscad otros que sean mejores...",es,semanas resorte abrirse cerrarse sujetarse lamas aireación no cierra no queda sujeto no usarlo pensaba seria calidad resistente no compréis soporte buscad mejores,insatisfecho
1,"Llegaron algunos rotos,hablé con atención al cliente y se soluciono",es,llegaron rotos hablé atención cliente soluciono,neutral
1,"No he recibido el producto, ni me han devuelto mi dinero.",es,no recibido producto devuelto dinero,enojado
1,"No me ha gustado nada. Con el panel solar no carga nada, a no ser que te lo lleves a Canarias o al desierto que hay mucho sol, claro, de lo contrario te puedes sentar a esperar. Además, no dura tanto como dice. Sí, dura 3,5 horas, pero a la media hora ya pierde un montón de intensidad. Mejor me compro unas velas",es,no gustado panel solar no carga no lleves canarias desierto sol contrario puedes sentar esperar no dura dura horas media hora pierde montón intensidad mejor compro velas,enojado
1,Es enorme. Mi hija tiene 6 meses y una talla 17 Europea y le sobran como 2 dedos de largo y 1 dedo y medio de ancho,es,enorme hija meses talla europea sobran dedos dedo ancho,contento
1,Me ponia que la entrega era en 3 dias y ahora resulta que llega entre el 10 y 17 de septiembre,es,ponia entrega resulta llega septiembre,enojado
1,Funciona bien hasta que pasa un mes y tienes que cambiar las placas de gel conductor que son caras y difíciles de quitar y remplazar vamos que es un aparato de un uso máximo de un mes luego se convierte en un agujero negro de pasta y tiempo,es,funciona pasa mes tienes cambiar placas gel conductor caras difíciles quitar remplazar aparato máximo mes convierte agujero negro pasta tiempo,insatisfecho
1,Es la primera vez que lo compro y la última. No me gustó para nada el sabor. El bote entero a la basura.,es,compro no gustó sabor bote entero basura,enojado
1,Quizas si la dejas siempre encendida en un baño se llegue a notar pero no saldria rentable ya que merece mas la pena poner una con mas watios 10 minutos.,es,dejas encendida baño llegue notar no saldria rentable merece pena watios minutos,insatisfecho
1,"Al igual que el puzzle de las letras no nos ha gustado mucho, los números no se ven muy bien y las piezas no encajan con facilidad. Al final las piezas acaban más en el suelo que en la mesa. No repetiríamos",es,puzzle letras no gustado números no ven muy piezas no encajan facilidad piezas acaban suelo mesa no repetiríamos,insatisfecho
1,"Hasta hoy estaba muy contenta con la funda del móvil. A pesar de que las perforaciones para cámara, cargador etc..., no coincidían del todo. Motivo por el cuál cada vez que lo quería cargar tenía que retirar la funda. Hoy al querer colocarla una parte de los laterales se ha roto. La funda la recibí sobre el 12 de Enero y hoy 28 del mismo mes se ha roto. Una pena porque me gustaba.",es,muy contenta funda móvil perforaciones cámara cargador etc no coincidían motivo quería cargar retirar funda querer colocarla laterales roto funda recibí enero mes roto pena gustaba,insatisfecho
1,"No llegue a recibirlo. Un sistema de transporte nefasto me lo impidió. Eso sí, me costó pagar el transporte. Un despropósito en este sistema de compra. Javier",es,no llegue recibirlo sistema transporte nefasto impidió costó pagar transporte despropósito sistema compra javier,enojado
1,Dos dias y estaba la suela despegada,es,suela despegada,enojado
1,"El producto está muy bien, fácil de montar, precio razonable. Compré dos. El único problema es la tardanza en llegar el envío, si es que llega. En mi caso del 23 de noviembre al 8 de diciembre en que me anunciaron la devolución del producto. Tuve que volver a comprarlo y nuevamente tardó más de lo que es habitual en Amazon.",es,producto muy fácil montar precio razonable compré único problema tardanza llegar envío llega caso noviembre diciembre anunciaron devolución producto tuve volver comprarlo nuevamente tardó habitual amazon,neutral
1,"No recomiendo su lectura. El resumen del argumento promete,...y luego defrauda El autor va improvisando acontecimientos cada vez más increíbles.",es,no recomiendo lectura resumen argumento promete defrauda autor improvisando acontecimientos increíbles,enojado
1,El producto era lo que esperaba. La pena ha sido que al preparar el envío han pegado la etiqueta en la caja directamente y han arruinado la caja y mi regalo Nunca me había pasado algo así con Amazon,es,producto esperaba pena preparar envío pegado etiqueta caja directamente arruinado caja regalo nunca amazon,insatisfecho
1,Lo peor que he visto...,es,peor visto,enojado
1,Los compre con la ilusión de que iba a encontrar algo para utilizar que no se rompiera y fuera resistente.. Las utilizo para unas máquinas y ya no era que la gente los rompe sino que el cable nuevo de trinca deja de funcionar. No lo recomiendo.,es,compre ilusión iba encontrar utilizar no rompiera resistente utilizo máquinas no gente rompe cable trinca deja funcionar no recomiendo,enojado
1,"No lo recomiendo.. Experiencia nada satisfactoria.. Se supone que me tenia que haber llegado la semana pasada. De hecho pone que ya me ha llegado, lo que es mentira.",es,no recomiendo experiencia satisfactoria supone tenia llegado semana pone llegado mentira,enojado
1,No es un buen producto.,es,no producto,insatisfecho
1,Un año ha durado el antiadherente. A veces pensamos que algo es mejor por ser más caro. Decepción total.,es,año durado antiadherente pensamos mejor caro decepción,enojado
1,mal producto ya que no es homologado y no sirve para guardar las armas de cara a la guardia civil.,es,producto no homologado no sirve guardar armas cara guardia civil,enojado
1,OJO !!!! No viene la pieza que permite girar la camara 360 grados en la muñeca. La solución de la tienda es una disculpa y que te apañes.. Dicen que es un error en la descripción del producto pero siguen teniendo la foto donde se ve claramente que venía una pieza que permitía girar la camara 360 grados. Yo buscaría otra tienda hay mucha oferta sobre accessorios de gopro..,es,ojo no viene pieza permite girar camara grados muñeca solución tienda disculpa apañes error descripción producto siguen teniendo foto ve claramente venía pieza permitía girar camara grados buscaría tienda oferta accessorios gopro,enojado
1,Tenía que llegar hoy como tarde y no ha llegado. No hay seguimiento del paquete así que no sé dónde estará...,es,llegar no llegado no seguimiento paquete no sé,enojado
1,No lo he recibido aun,es,no recibido,enojado
1,No hace nada de nada.,es,no,enojado
1,"Por fuera en español y por dentro en otro idioma, decepcionada. Deberían de comunicarlo antes de comprarlo no me ha gustado",es,español idioma decepcionada deberían comunicarlo comprarlo no gustado,enojado
1,no lo tengo todavía tarda mucho en entregar,es,no tarda entregar,insatisfecho
1,"No tiene nada que ver con el modelo, ni siquiera coincide con la foto del producto. Lo he devuelto",es,no modelo siquiera coincide foto producto devuelto,enojado
1,"Todavía no lo hemos probado en casa. Pero ya tengo mis quejas en cuanto al envío, los botes vinieron mal cerrados por lo tanto parte del producto se salió del envase perdiendo cantidad de producto y dejando todo pringoso.",es,no probado casa quejas envío botes vinieron cerrados producto salió envase perdiendo cantidad producto dejando pringoso,enojado
1,"Están bien para reconocer tu maleta en el aeropuerto, pero su seguridad es NULA, basta con aflojar la correa para desplazarla a un lado y poder abrir la maleta aun pasandola por las asas. No es muy util.",es,reconocer maleta aeropuerto seguridad nula basta aflojar correa desplazarla abrir maleta pasandola asas no muy util,neutral
1,"Se apaga cada dos por tres y no se enciende, me esta dando ese problema desde el primer dia y estoy descontento con el producto",es,apaga no enciende dando problema descontento producto,enojado
1,"Lo compré pensando que seria una buena opción. En menos de 24 horas la pantalla rota. Por un golpe, pero tengo una calculadora con mas de 20 años, q tiene más golpes q una piñata y hay está como nueva. No la recomiend.",es,compré pensando seria opción horas pantalla rota golpe calculadora años q golpes q piñata no recomiend,insatisfecho
1,"Le pongo una estrella porque no me queda mas remedio. No sirve para cocinas de induccion, tarda como 60 min aproximadamente en salir el café......NO SIRVE PARA COCINA DE INDUCCION.",es,pongo estrella no queda remedio no sirve cocinas induccion tarda min salir café no sirve cocina induccion,enojado
1,"Estéticamente es bonita, pero ha durado dos meses, el plastico que hace de engranaje se ha fundido literalmente y ahora no puedo devolverla porque ha pasado el tiempo que daban para devolverla. Lo mejor es comprar en la tienda física.",es,estéticamente bonita durado meses plastico engranaje fundido literalmente no devolverla tiempo daban devolverla mejor comprar tienda física,insatisfecho
1,Como no me funcionaron los esmaltes estos tampoco. Una pena.,es,no funcionaron esmaltes pena,enojado
1,me habéis mandado uno usado y tiene contraseña y no puedo usarlo,es,habéis mandado usado contraseña no usarlo,enojado
1,"la bateria dejó de funcionar a los 2 meses de uso, teniendo un cuidado y uso normal. No la recomiendo",es,bateria funcionar meses teniendo cuidado normal no recomiendo,enojado
1,"No me han mandado el producto que he pedido. Yo pague 14,99€ y el que me han mandado cuesta 9,99€. Me han estafado.",es,no mandado producto pedido pague mandado cuesta estafado,enojado
1,"Mala, el anclaje no es malo pero en mi coche no se ve las esquinas, uso nas los espejos que la cámara.",es,mala anclaje no malo coche no ve esquinas nas espejos cámara,insatisfecho
1,"El producto llegó con más de una semana de retraso, a pesar de haber contratado una entrega urgente y el producto no se correspondia ni con la foto, ni descripción (ni color, ni material, ni medidas), Ahora llevo más de un mes tramitando la devolución y no hay manera que reembolsen el dinero. No compréis aquí es un autentico timo.",es,producto semana retraso contratado entrega urgente producto no correspondia foto descripción color material medidas llevo mes tramitando devolución no reembolsen dinero no compréis autentico timo,enojado
1,"la empresa de mensajeria asm tardo 5 días más en entregar el paquete, no recomiendo esta empresa para los repartos, y por parte de Amazon, no cumplió su compromiso de entrega garantizada,",es,empresa mensajeria asm tardo entregar paquete no recomiendo empresa repartos amazon no cumplió compromiso entrega garantizada,enojado
1,una de las baterias despues de 5 recargas comenzo a fallar el cargador no la reconocia y no pasaba del 40% de carga,es,baterias recargas comenzo fallar cargador no reconocia no pasaba carga,enojado
1,Las alas son muy bonitas pero no me sirven para nada porque me han enviado las dos del mismo lado,es,alas muy bonitas no sirven enviado,insatisfecho
1,Son un truño porque en los laterales de la pantalla no se adaptan y ya se me ha astillado en un día no los recomiendo.,es,truño laterales pantalla no adaptan astillado no recomiendo,enojado
1,"Fue un desastre, no encajaba el navegador, le puse el anillo del viejo y en el primer viaje se estropeó la ventosa, quedando inservible",es,desastre no encajaba navegador puse anillo viejo viaje estropeó ventosa quedando inservible,enojado
1,"Los filos no coinciden, no encajan.... no merece la pena, mucho mejor comprar individualmente los instrumentos que necesites con una calidad decente",es,filos no coinciden no encajan no merece pena mejor comprar individualmente instrumentos necesites calidad decente,insatisfecho
1,"Lo compré hace unos dias y lo tengo fijo en un sitio, no estoy quitando y poniendo, solo de mover el brazo se partió el agarre que además es muy poco firme... muy descontento para un articulo de este precio... realmente malo en su conjunto.",es,compré fijo sitio no quitando poniendo mover brazo partió agarre muy poco firme muy descontento articulo precio realmente malo conjunto,enojado
1,ME HABEIS PUESTO L FECHA MAL QUE DESASTRE!!! O ME MANDAIS LA REPOSICION ANTES DEL JUEVES A LA 13.00 O ME.DEVOLVEIS EL DINERO . COMO ME HABEIS PUESTO DEL 2018 ???,es,habeis puesto l fecha desastre mandais reposicion jueves devolveis dinero habeis puesto,enojado
1,"Los compré pensando que eran de cristal, porque cuestan lo que los de cristal en la farmacia y cual es mi sorpresa cuando me llegan y son de plástico (cosa que no quería).",es,compré pensando cristal cuestan cristal farmacia sorpresa llegan plástico cosa no quería,insatisfecho
1,"Mala calidad y Le queda muy grandes las correas, imposible usarlas.",es,mala calidad queda muy correas imposible usarlas,enojado
1,"No se pega bien en pantalla, y estaba torcido ,por lo tanto se quedaba levantado de un lado.",es,no pega pantalla torcido quedaba levantado,insatisfecho
1,El repartidor no ha traido el paquete y dice que no habia nadie en el domicilio,es,repartidor no traido paquete no domicilio,enojado
1,El poducto es muy frágil. .las ruedas se rompen nada más ponerse en la estantería. .,es,poducto muy frágil ruedas rompen ponerse estantería,insatisfecho
1,A la semana de comprar lo se me ha dañado no va la música.,es,semana comprar dañado no música,enojado
1,"Lo compré porque se suponía que funciona por Bluetooth, no es así. Lo devolveré porque no me sirve. Envío rápido y en buenas condiciones",es,compré suponía funciona bluetooth no devolveré no sirve envío rápido condiciones,insatisfecho
1,"La intento instalar y no conecta, no funciona. Parece q tiene algun tipo de fallo de fabrica. Voy a devolverla",es,intento instalar no conecta no funciona q algun tipo fallo fabrica devolverla,enojado
1,"Es pequeño,esperaba que fuera para sofá de dos plazas como dice el anuncio, sin embargo es pequeño y mi sofá no es muy grande",es,pequeño esperaba sofá plazas anuncio pequeño sofá no muy,insatisfecho
1,"Después de tres meses de uso ya no carga ninguno de los dos que compré,dejaron de funcionar con una semana de diferencia",es,meses no carga compré dejaron funcionar semana diferencia,enojado
1,"Muy mala calidad, aún no los he usado pero salta a la vista ya que son malos",es,muy mala calidad no usado salta vista malos,enojado
1,"Poco consistente y no tiene las medidas que indica Es un formato A1 por el exterior del marco No puedes colocar una lámina de medidas A1 porque no entra en el alojamiento, le faltan 2 cm por cada lado",es,poco consistente no medidas indica formato exterior marco no puedes colocar lámina medidas no entra alojamiento faltan cm,insatisfecho
1,Hola me decís que valore el pedido y todavía estoy esperando a que me llegue!,es,hola decís valore pedido esperando llegue,enojado
1,"Producto de muy mala calidad. Viene con errores de fabrica. La compré y me llegó rota, y pedí un cambio y me vino con errores de fabrica en el mastil de la guitarra. Muy mal producto, no lo recomiendo.",es,producto muy mala calidad viene errores fabrica compré rota pedí cambio vino errores fabrica mastil guitarra muy producto no recomiendo,enojado
1,"Lo utilizo en el trabajo con un horno de pan y cada vez que me lo pongo para sacar las bandejas me caliento tanto las manos que no se puede soportar, no es recomendable para este trabajo.",es,utilizo trabajo horno pan pongo sacar bandejas caliento manos no soportar no recomendable trabajo,insatisfecho
1,"Meda mucho fallo , no puedo contestar con ningún térmico poca calidad",es,meda fallo no contestar térmico calidad,insatisfecho
1,"Llevo años utilizando este tipo de bolsas para hacer la colada y es muy práctico. Al principio tenían muy buena pinta, pero tras seis meses de uso, comienzan a fallar las cremalleras (después de la colada es imposible abrirlas) y al final, se terminan rompiendo. Mala compra.",es,llevo años utilizando tipo bolsas colada muy práctico principio tenían muy pinta meses comienzan fallar cremalleras colada imposible abrirlas terminan rompiendo mala compra,insatisfecho
1,"Muy inestable, no se mantiene en pie si se toca la pantalla. No lo recomendamos y menos para usarlo niños que ya toquen la pantalla.",es,muy inestable no mantiene pie toca pantalla no recomendamos usarlo niños toquen pantalla,enojado
1,"El móvil ha llegado 3 días tarde, no se por que tengo que estar pagando Amazon Prime por un servicio que no cumple, el teléfono en sí va bien pero hay cosas que no sabía y que no me gustaron, como el LED de notificaciones es blanco no se puede cambiar el color que yo sepa y el 90% de las notificaciones no salen en la pantalla de bloqueo, tienes que desbloquear el móvil para ver los mensajes.",es,móvil llegado no pagando amazon prime servicio no cumple teléfono cosas no sabía no gustaron led notificaciones blanco no cambiar color sepa notificaciones no salen pantalla bloqueo tienes desbloquear móvil mensajes,insatisfecho
1,"La funda no es la que sale en la imagen, es de ropa, a los cristales les han salido unas manchas que no se van por la parte de fuera. Una mierda.",es,funda no sale imagen ropa cristales salido manchas no mierda,enojado
1,Al ponerlo la pantalla perdió casi todas sus capacidades táctiles,es,ponerlo pantalla perdió capacidades táctiles,enojado
1,Pone que lleva luz y no es así .lo pone en la publicidad y en el envoltorio de la tienda pero luego nada no vale la pena hay más baratas y de la misma calidad,es,pone luz no pone publicidad envoltorio tienda no vale pena baratas calidad,enojado
1,"No hay manera de instalar su aplicación, muchas horas perdidas.",es,no instalar aplicación horas perdidas,enojado
1,He comprado dos y una de ellas sólo funciona al estar enchufada. Vamos que no me sirve para lo que quería que era que se recargase. Me parece una tomadura de pelo por el precio que tienen.,es,comprado funciona enchufada no sirve quería recargase tomadura pelo precio,enojado
1,"El móvil carga correctamente aunque se calienta un poco , pero la perdida de cobertura pensaba que era de una actualización y ahora al ver los comentarios veo que es culpa de este repuesto(tuve que comprar otro teléfono) . Muy descontento con la compra",es,móvil carga correctamente calienta poco perdida cobertura pensaba actualización comentarios veo culpa comprar teléfono muy descontento compra,insatisfecho
1,Solo hace pompas x un agujero.tiene tres orificios por los que sale aire para ir haciendo pompas y los otros dos no sale con la fuerza para hacer una pompa.un chasco! Solo hace una pompa cada equis tiempo,es,pompas x agujero orificios sale aire pompas no sale fuerza pompa chasco pompa equis tiempo,enojado
1,"El movil ha dado problemas con el sensor de proximidad de cara. La reproducción de audio se detiene solo, y el led de notificaciones parece de muy mala calidad. Resultado muy malo y producto devuelto gracias a la facilidad que da Amazon.",es,movil problemas sensor proximidad cara reproducción audio detiene led notificaciones muy mala calidad resultado muy malo producto devuelto gracias facilidad amazon,enojado
1,De tres sólo ha pegado uno. Ya veremos si aguanta al menos...,es,pegado veremos aguanta,enojado
1,He recibido un despertador rayado y que no funciona la alarma. Cuando reclamo al vendedor niega que me haya enviado el producto así.No dan ninguna solucion y no aceptan una devolucion,es,recibido despertador rayado no funciona alarma reclamo vendedor niega enviado producto no solucion no aceptan devolucion,enojado
1,No puedo opinar ya que no lo he recibido,es,no opinar no recibido,enojado
1,"Es muy muy pequeño, demasiado.",es,muy muy pequeño,insatisfecho
