reviewId,content,score,sentiment
a895ce83-cce3-4aab-aac9-91fe83eefef7,dont like new update leave app middle game try access even seconds restarts making lose progress youd made certain level dont know issue device overall love game,3,positivo
e4c78b5a-8bb2-4467-9784-0202f9df900b,love adventures try one never go wrong,2,neutral
fcc1e664-572b-425d-a9f5-3f38d2916e14,good game love game,5,positivo
03af0318-dbb7-468e-aeb8-358efea2ec77,still best game ever,5,positivo
aaba0238-48c0-4892-9628-20d71281d73f,u like level 13,1,neutral
f814ffa4-a3a5-4687-aff0-a28e934e9883,nice entertaining game idk say bad,5,positivo
f5f65f8b-21a6-4d36-9e54-1322d3ac58e9,worst customer service ever stole gold bars switched phones apparently way get human address sends automated message automated message attempt whatsoever help resolve problem guess big dont give damn customers tried several months reach human enjoyed game refuse play wont fix restore stole would give zero stars could point,1,negativo
b0904c58-a748-4234-a731-34efa180ac74,im much super relaxing game love candy match together super chill game 1010 highly recommend game give try well comment hope guys read comment,5,positivo
ada281af-dfef-4494-a419-f1790074f1c1,new update good reduced power jelly fish jelly fish return 3 times mix power one,3,positivo
5914b8a1-b78d-4892-a970-67f1201830ca,please make less mb phone getting hang 84 mb,1,negativo
33782281-907b-4cbd-bd40-48a7e082629f,new update good old game play nice fish krack 3 box,3,positivo
1b6d85f0-65b7-4475-ba72-95f88bae9d53,great game please away stupid candy royal waste time im sure come far better idea peace,5,positivo
bf6d1e2d-b007-4d09-ae3d-1db8e06a9043,sometime rigged sometime overall still fun,4,positivo
c5442337-77c0-4811-bd97-c1f6ad284856,used love app nowadays dont get option watch ads get extra moves complete level always use gold bars,2,positivo
159f780d-3ba8-440f-9550-60d35c97d3eb,assist update installing request fix,5,neutral
b54afffd-f102-4220-a20f-d268c028d1b7,addition game waste time lost money please dont install,1,negativo
9583b0f3-cce5-4dc1-8e40-01f82c86e19b,best mind refreshing game ever,4,positivo
ec31430e-61f9-4611-933a-755f1a233816,fun ive playing game long time great action move move,4,positivo
e8785d4e-701d-40aa-be06-81cedd0b3da3,loving well executed idea,5,positivo
2aaec546-a291-4812-aafe-be75c386c30f,amazing game day day new mission come really love game mind relaxing game love much game,5,positivo
c671c491-ef42-4b56-bc14-ace93147c5bd,nice love tha game,5,positivo
bbacad5a-5076-43b2-a7ae-73e6f5cd1c62,good time pass game,5,positivo
b45e1e22-f985-4bdc-8ac0-862eaf323167,nice nice support australia,5,positivo
8cdaee01-ac74-40ec-863f-e3de589d2693,due game wasting time,3,negativo
45eaf4a7-ad56-4cd6-8d46-44185c2f22ab,candy crushits game helps mentally improves iqits challenging,5,neutral
b7a78e5f-3c96-4bc3-ad59-66ee2c701d29,purposly breaking ad right earn help im dissapointed,1,positivo
c5dd042a-d796-4ed1-b68c-05d95468ffa7,cool game really love,5,positivo
3ffa517c-6f05-44a8-ad49-d8020ce6347a,everyone else id never spend money since crashes wipes power ball good way pass time waiting lives games dont issues always saves place picks right even close app,1,positivo
8af05e0d-76f4-48e8-adb7-57b880f354a8,immediately make move suggestion annoying,3,negativo
865bccc9-a68f-4255-a130-61c281e98d1f,please cheak error game restart game many time,1,negativo
0c367a24-07cd-4411-92b4-19368db7b593,super game please new update free gift please,3,positivo
d5fba3c7-5f95-4b70-b172-0d7a1a66f8fe,well initial stages scam unearths later intentional bugs dont allow use boosters forcing every stage make purchase scam initially addicted addicted made pay every stage uninstalling lost nearly 700rs,1,negativo
f3b56b57-7728-4aca-bf77-d47424458248,unpleasant gotten better since last played,4,negativo
85462b95-f96a-4e04-9769-ea6c706a9803,game keeps going back home screen totally messes level start level,3,negativo
e8d11933-13f6-49a6-ac9b-ebd518a3e653,playing game 7 years want give king crazy idea turn game social media waiting answers,4,negativo
aba6a337-5450-46c5-b879-268e6d7d848d,game also sooo good,5,positivo
abdc23f8-6372-442c-9768-3dd5bbdaa0c3,really upgraded since last played 2015 bring back nostalgia,5,positivo
6f53188e-eaf8-4db9-b2e3-3d1db504b789,pretty fun blasts satisfying,4,positivo
92aa7629-eea7-4390-ab51-333e191cf927,repeatedly one possible move make almost always top opposite need makes practically impossible complete sheer luck arrives mention numerous interruptions reshuffling one possible move youre moving fruit game tells,1,negativo
333cad98-8df1-49d1-9188-a7e5a9daa3bd,one best swiping game ever play,5,positivo
b28215c4-6e10-4dfb-9ac8-e93623a5f324,bad aspect constantly wants spend money various upgrades,5,negativo
58539dd3-01d7-4d6a-b72c-974263b36074,love playing game relaxing,5,positivo
a763343f-8ec8-43e6-92aa-39ab0fba8cb3,good time pass game,5,positivo
78812893-4a0d-45d1-97ce-b8568adc485b,good time pass game,4,positivo
d94adafe-46d9-4dd3-b559-87d51f68da55,phenomenonal great stress reliever thanks,5,positivo
6c2212ee-04c3-4731-9afb-df896ec75c8b,relaxing fun okalways fun sweetgr8candycrrrushh hiding placemy time outgr8 playing game play reached 2040 last game got bored starting starting againover yup rolllets go againoff goda reach 2000 oops blew hate feels like game getting hi jacked,4,negativo
0653d619-ed58-4a81-bac9-23a501b3c9b1,cant use bars get powers live cant buy showing saying use bars debug asap planning game decades,2,negativo
3ab954bf-c995-4aec-9e2e-11eb00a9efd1,love game addictive play everyday,5,negativo
3fd84182-77ed-430b-a66a-bc20af9bd5e5,excellent intelligence maker game numbers get advertisment others dont get advertising partiality even brother also plays level 45 get advertisements level 198 dont get advertisment,5,positivo
f170b1a1-eb03-4cbe-8bbb-cc7d2eb7dc4a,super game stress releaf,5,negativo
ef194a82-9549-46cd-89c6-f0b4ec9bc479,im level 5538 candy crush going give gift,5,neutral
dcf6f4d2-6310-48c4-9deb-911502298692,great game kill time,5,positivo
08924c66-73a9-459b-a5f3-3eb2bfa66e4d,addictive love game every time pass level freezes close go back,5,positivo
439409fe-9941-457e-a4ca-2c252901b841,sooooo fun play youre bored satisfying,5,positivo
476be22c-5f11-4352-9fb7-ee692122d421,good way kill time needed,5,positivo
43ec33e8-4f0a-46eb-990c-0a14c1e6b142,enough levels mobile im 624 pc phone 620 dont want play level like month youve put 2 updates since still new levels edit took break came back happy say plenty levels,5,positivo
26878acb-1c93-4800-85f7-4d6d066ef349,fun challenging short ads power ups,5,positivo
7d14acc6-0a9b-4fd7-957e-82d39f07eb09,big stress relief great rewards,5,positivo
4dcb68a9-6bac-458a-b77c-ecc1cfeba817,dont botheri used play years ago 3 years gave pay money pass levels using cheats nothing changed decided give another goand impossible pass higher levels without helpso unless get freebies pay buy help pass levelssuch shame company become greedy,1,negativo
60e9978c-3ac7-41fd-bb56-e78f62501937,level 300 upward hard pass makes bit boring,1,negativo
61f079a7-4192-4744-87ce-92773fba27d0,good gamei feel relieved playing candy crush,5,positivo
562f178f-b461-4a2f-bb90-4d335538a2c4,lot fan also relieved stress,5,neutral
3587681a-22df-4beb-82e4-93dcf385a411,fantastic nice stess reliever,5,positivo
6cad55c5-250c-4e12-ab6c-15d18b7c0bcc,didnt think id like much addictive,5,neutral
872b8dea-9cf3-4662-9086-5f579d997071,fun clear ur head,5,positivo
67e21fe4-51d6-4469-a6c6-68d484cec8a6,downgrading game people added pig game muslim pig haram us uninstalling game,1,negativo
ffc9543f-fd7d-434d-a6c8-4f3767072662,love game im completely addicted,5,negativo
e36844ea-d294-4a40-916a-67c1d4683b72,game helped bored anymore free time play candy crush fun,5,negativo
f7914b13-8351-489f-a6b2-0f3bb7373519,good hard game life good,5,positivo
30e36834-204b-4edf-b73e-e168df9c58fd,best game tha world,5,positivo
7eac5fab-a91c-4ee3-9879-82b0604e5c0e,developers made artificial intelligence fish use use take objects path longer effort hoping end spending money game finish round deleting game cant stand cheaters king king cheaters,1,negativo
afc9b80e-7946-47c9-be30-d39ff6a3df45,best game far love rewards level difficulties,4,positivo
6f9f860d-5e94-4cf0-969a-af52b4e85025,tired pinterest ads blowing whole game,3,negativo
27a79066-1e43-430f-829c-df1d38c4cbf7,wanted adsi would watch tv last straw watch one move forward,1,neutral
ad532ee0-2bbd-438d-adc8-55ae8cc66b34,lovely game helps relax stressed,5,positivo
c4e09c5f-e537-456f-a11b-9f7b888eec56,really annoyed paid gold bars continue level crashed loosi g gold bars paid developers way making money,2,negativo
96b35968-7dd2-4541-9b59-62bfb93e6486,like game takes stress,5,negativo
0f6c58af-e524-4102-afc1-ad38253087c9,love bring back energy help us 2o business,5,positivo
70d66ae6-9fa2-4007-86ed-98b8c20cbd9e,bhau ati chan dista hoo perfecttt apratim fantastic abhinandan jayyyy h,5,positivo
c358eac8-dbc8-4e57-86bc-df2af1a076bc,facing problem playing game since last 2 days neither color bomb working advertisement coming pass level please look problem,1,negativo
7f9b7a69-7c1e-405d-88d1-acc9998b0fd8,game fun really liked,4,positivo
575de581-78db-4bc6-9124-fdd4c141f7bb,ive stuck 1 level 2 days fun game certain difficult levels require purchase bars advance however could spend gold bars still advance spent 20 gold bars already enough adults pay attention game hours day watching ads would spend money im leaving game,2,negativo
57c35258-5f92-45da-bad7-7d14fb9fb137,batulas wonder ball terrible cant get boosters help win games think time put game sleep,1,negativo
816c61a9-7100-4da5-84b3-2ec0b4d9b5c0,candy beautiful game way manipulates watching endless ad quite boring,3,negativo
6de09330-3b5e-4be3-9ddc-6af4bd672179,great game much fun please reduce time takes receive life 30 minutes much,4,positivo
1572f969-567d-4764-a117-40b1ef17fbfb,giving 1 star recent change fish works,1,neutral
aff2c8d4-4b5f-4085-9748-211496425310,excellent game like lot,5,positivo
430216d5-25d1-4f3e-9120-94ddf32b4a4d,16 years since started playing game achieved nothing weakness eyes wasting time personal opinion would fun could earn money playing game,5,negativo
6785ae42-50c0-4bea-aec1-0c41f4441498,nice time pass game,5,positivo
64b98481-11c2-497b-b824-040fc66a39c7,wow become tiresome repetitive levels almost pointless levels difficulty call parade levels silly adjustments special pieces im sure spent loads money coins id get 5360 levels im starting sort,2,negativo
b1e2f98e-6f9e-46c8-864c-af2c7deaf9c0,bahut hi ghatiya app hai bhai,1,neutral
7d03c5f8-cce2-43ee-8176-7686f3266ab3,really love play game,5,positivo
a6096b3b-f722-4fc1-be7d-798b823b5263,playing years different emails n different phones love game fr tho love,5,positivo
d114f943-a5eb-4f53-8726-642bf2fb5f7d,game literally fire best game ever played,5,positivo
a5a8c90d-b0ce-4c23-96d6-96c91bbbc4c1,love playing game new update really didnt like overview look also interface good phone got hang many time loose game play even dont give negative ratings please make like im playing game since last 4 years thanks candy crush team,5,positivo
4340ae2f-f8f9-44a2-abc1-571b6dc47b81,process update ridiculous mean many times sign guess smart brainiacs thoight making less interesting play time takes update break,1,positivo
3c0d3417-a99a-4889-9b8c-3ec2538886e0,levels almost impossible win without power ups,1,positivo
c5d57080-75d3-4209-88ed-28cea9c6bbe6,love candy crush saga,5,positivo
5b308891-d9cc-4e5c-951a-4f2374c6ea3d,like gamesuch beautiful gamei love game,5,positivo
7a35954f-d271-41e4-9da1-f50a252b94a6,game funny candy entertainment,3,negativo
ac212ee2-48ee-43c7-a791-a8d3f11cbe9d,awesome wan give slap creates game,4,positivo
d5ff9273-7893-408e-b631-f2cc3098d58c,im comfortable play games extreme exited mostly legendary level love game candy crash,5,positivo
8264dee7-c4e8-4899-ad33-3a6ef1d35965,game become boring nauseating instead source comfort tranquility meaning many boring screens pop moving one level another cannot useless statistics left designated place want refer misery boredom hateful view game also boring events consume lot time candy royale feed troll stupidity boring game,1,negativo
88e9aac9-fa3e-4c5b-adc0-732e1c2c4bf6,makes time pass quick,5,positivo
fad3037c-a0cf-4253-8e70-0183d3d5b96b,awsome game leave game middle creates hunger cross many levels suggest everone play play play,5,negativo
9bf037d9-4d72-42bb-a181-146b1ea2b5d5,always great get crush fun times,5,positivo
cebf10b3-9ada-48f9-ad93-1cf307772a19,fun game love mom used play game,5,negativo
f711746e-8f79-4c16-8631-c801075fbd4b,happy candy crush saga best,5,positivo
7a4ce375-120d-444b-8cc2-58418fa2ea8a,cannot play 13 days dont know flaw game suspect,1,negativo
743efb7f-b31e-4651-b73b-e13b9c88fd7c,like game need improvement,3,negativo
32c835b3-86e3-4167-96f8-e9f4ee7eba9e,many ads get boosters eeach ad continuously 30sec5sec 3sectotal 38 seconds hate watch ads team decrease ads 30sec 5 seconds thinking find alternate game play,2,negativo
1f0388dd-8119-49cc-b0e2-33d7ff2e6fcd,amount debited gold given like,1,neutral
034badb0-b3fe-4c94-a05b-e24e91bd866b,play kids young people im rate 5,5,positivo
7611b083-8c64-482f-826d-108b284b117e,using free time best game,5,positivo
b007702e-7b82-47a5-b3cb-334211f58cf1,super cool game great idea,5,positivo
d492291c-23bb-4bf9-9c96-62b79952baf4,bahut bura games h,5,neutral
940fbe77-974a-49ac-b6e8-50346902ee78,great game gets thinking,5,positivo
80cf4159-d404-4e73-898a-2fc2c45fc7cc,killing time waste money time data,1,negativo
a70324de-149b-4b54-b808-4d53352d76b9,first time playing game like great rewards good choice theme maps,5,positivo
79124eef-8b37-409c-8f25-e36a2cb3bbe8,die competion nrs go upstand still 136is play many levels stay samepoor,2,positivo
a90db240-c520-44b5-954b-ad346319ba48,stop greedy lvl 5626 17 moves clear 146 tiles boosters gold really show done make extremely difficult pass lvls nowadays intentionally force ppl buying boosters shame fun relaxation playing game mention gold everything damn expensive purchase replenish lives used 25 minutes 30 extra moves help please dont waste time installing,1,negativo
